,entry_ts,exit_ts,direction,entry_price,exit_price,sl_price,tp_price,lot_size,pnl_pips,pnl_usd,exit_reason,ml_prob,equity_after
10,2022-10-20 15:00:00+00:00,2022-10-21 11:00:00+00:00,1,1.1245399999999999,1.1168919839171676,1.1168919839171676,1.1466840482484968,0.01,-76.5,-7.65,SL,0.5027624196769329,122.49
11,2022-11-15 11:30:00+00:00,2022-11-23 17:30:00+00:00,1,1.18146,1.2037000916238862,1.1737799694587046,1.2037000916238862,0.01,222.4,22.24,TP,0.49551579177024613,144.73
12,2022-11-24 12:15:00+00:00,2022-11-25 15:30:00+00:00,1,1.20972,1.206956176847152,1.206956176847152,1.2172114694585439,0.01,-27.6,-2.76,SL,0.5664744729553887,141.97
13,2022-12-22 11:30:00+00:00,2023-01-03 10:00:00+00:00,-1,1.20995,1.1957677327923968,1.2149440890692011,1.1957677327923968,0.01,141.8,14.18,TP,0.4570741922347136,156.15
14,2023-01-16 00:00:00+00:00,2023-01-16 11:00:00+00:00,1,1.22253,1.2174833358756643,1.2174833358756643,1.2368699923730069,0.01,-50.5,-5.05,SL,0.5236044929931695,151.1
15,2023-02-02 10:00:00+00:00,2023-02-02 11:15:00+00:00,-1,1.2388000000000001,1.2348439874681918,1.2403624689023425,1.2348439874681918,0.01,39.6,3.96,TP,0.4938880979819796,155.06
16,2023-02-17 01:30:00+00:00,2023-02-17 19:15:00+00:00,-1,1.19747,1.2034132295975366,1.2034132295975366,1.1804403112073902,0.01,-59.4,-5.94,SL,0.48259107622455133,149.11
17,2023-04-03 12:45:00+00:00,2023-04-03 16:45:00+00:00,-1,1.23473,1.2402771416624632,1.2402771416624632,1.2188885750126108,0.01,-55.5,-5.55,SL,0.5093132112661833,143.57
18,2023-05-16 17:15:00+00:00,2023-05-23 13:15:00+00:00,-1,1.25042,1.2376146444166771,1.254954706869069,1.2376146444166771,0.01,128.1,12.81,TP,0.47884924972184534,156.37
19,2023-06-07 12:00:00+00:00,2023-06-08 16:30:00+00:00,1,1.24362,1.251448408816483,1.240743863727839,1.251448408816483,0.01,78.3,7.83,TP,0.48005930116344375,164.2
20,2023-07-20 09:15:00+00:00,2023-07-20 17:15:00+00:00,-1,1.29226,1.2850462603542663,1.2949312465485778,1.2850462603542663,0.01,72.1,7.21,TP,0.481005261532846,171.41
21,2023-08-07 10:45:00+00:00,2023-08-07 15:30:00+00:00,-1,1.27413,1.2760898515913732,1.2760898515913732,1.2690504452258802,0.01,-19.6,-1.96,SL,0.48499335329933513,169.46
22,2023-08-29 14:00:00+00:00,2023-08-29 17:00:00+00:00,-1,1.25905,1.2623974953644983,1.2623974953644983,1.249807513906505,0.01,-33.5,-3.35,SL,0.5003717744805417,166.11
23,2023-08-30 13:15:00+00:00,2023-08-30 17:00:00+00:00,1,1.26466,1.274309119557076,1.2611769601476412,1.274309119557076,0.01,96.5,9.65,TP,0.5044915956650221,175.76
24,2023-09-12 10:15:00+00:00,2023-09-15 15:30:00+00:00,-1,1.24994,1.2394690850450796,1.2536969716516402,1.2394690850450796,0.01,104.7,10.47,TP,0.5571445825081486,186.23
25,2023-09-21 13:30:00+00:00,2023-09-25 12:00:00+00:00,-1,1.23003,1.221473858188705,1.2331487139370982,1.221473858188705,0.01,85.6,8.56,TP,0.46083464315414613,194.78
26,2023-10-27 20:15:00+00:00,2023-10-30 16:00:00+00:00,-1,1.21241,1.2148923167651475,1.2148923167651475,1.2057630497045573,0.01,-24.8,-2.48,SL,0.46164746019611114,192.3
27,2024-01-09 06:30:00+00:00,2024-01-11 04:15:00+00:00,-1,1.27445,1.2767783827166659,1.2767783827166659,1.2682648518500026,0.01,-23.3,-2.33,SL,0.4652905534024984,189.97
28,2024-01-19 08:00:00+00:00,2024-01-22 04:45:00+00:00,-1,1.26974,1.2717879805282701,1.2717879805282701,1.2643960584151899,0.01,-20.5,-2.05,SL,0.5112320238121041,187.93
29,2024-02-08 13:30:00+00:00,2024-02-12 09:45:00+00:00,-1,1.26075,1.2645626189525694,1.2645626189525694,1.2499859891985212,0.01,-38.1,-3.81,SL,0.5013895701333361,184.11
30,2024-07-23 10:00:00+00:00,2024-07-23 13:00:00+00:00,-1,1.29219,1.290549575531327,1.2930030172733051,1.290549575531327,0.01,16.4,1.64,TP,0.4944647663731658,185.75
31,2024-08-06 07:15:00+00:00,2024-08-06 10:00:00+00:00,-1,1.27749,1.2747066348790166,1.2786844550403278,1.2747066348790166,0.01,27.8,2.78,TP,0.4964746181474422,188.54
32,2024-11-06 04:00:00+00:00,2024-11-06 04:15:00+00:00,1,1.29407,1.2936490947070358,1.2936490947070358,1.2945536818854975,0.02,-4.2,-0.84,SL,0.5060459610097241,187.69
33,2024-11-19 11:00:00+00:00,2024-11-20 09:00:00+00:00,-1,1.26569,1.269563393092866,1.269563393092866,1.2548698207214017,0.01,-38.7,-3.87,SL,0.5303099396336836,183.82
34,2024-11-21 09:30:00+00:00,2024-11-21 18:15:00+00:00,-1,1.26452,1.2597108879348335,1.2663897040217222,1.2597108879348335,0.01,48.1,4.81,TP,0.4532491803602414,188.63
35,2025-01-14 11:30:00+00:00,2025-01-15 09:45:00+00:00,-1,1.21892,1.2232314162403315,1.2232314162403315,1.2067857512790054,0.01,-43.1,-4.31,SL,0.4525907149827512,184.32
36,2025-04-07 11:30:00+00:00,2025-04-10 15:30:00+00:00,-1,1.28745,1.2948507148330801,1.2948507148330801,1.2660478555007595,0.01,-74.0,-7.4,SL,0.4788495644285608,176.92
37,2025-08-27 04:30:00+00:00,2025-08-27 19:45:00+00:00,-1,1.3471,1.3496151025232646,1.3496151025232646,1.340354692430206,0.01,-25.2,-2.52,SL,0.46549925818166177,174.4
